recording,channel,epoch,seizure
1,BTEleft SD,349,0
1,BTEleft SD,350,0
1,BTEleft SD,351,0
1,BTEleft SD,352,0
1,BTEleft SD,353,0
1,BTEleft SD,354,0
1,BTEleft SD,355,0
1,BTEleft SD,356,0
1,BTEleft SD,357,0
1,BTEleft SD,358,0
1,BTEleft SD,359,0
1,BTEleft SD,360,0
1,BTEleft SD,361,0
1,BTEleft SD,362,0
1,BTEleft SD,363,0
1,BTEleft SD,364,0
1,BTEleft SD,365,0
1,BTEleft SD,366,0
1,BTEleft SD,367,0
1,BTEleft SD,368,0
1,BTEleft SD,369,0
1,BTEleft SD,370,0
1,BTEleft SD,371,0
1,BTEleft SD,372,0
1,BTEleft SD,373,0
1,BTEleft SD,374,0
1,BTEleft SD,375,0
1,BTEleft SD,376,0
1,BTEleft SD,377,0
1,BTEleft SD,378,0
1,BTEleft SD,379,0
1,BTEleft SD,380,0
1,BTEleft SD,381,0
1,BTEleft SD,382,0
1,BTEleft SD,383,0
1,BTEleft SD,384,0
1,BTEleft SD,385,0
1,BTEleft SD,386,0
1,BTEleft SD,387,0
1,BTEleft SD,388,0
1,BTEleft SD,389,0
1,BTEleft SD,390,0
1,BTEleft SD,391,0
1,BTEleft SD,392,0
1,BTEleft SD,393,0
1,BTEleft SD,394,0
1,BTEleft SD,395,0
1,BTEleft SD,396,0
1,BTEleft SD,397,0
1,BTEleft SD,398,0
1,BTEleft SD,399,0
1,BTEleft SD,400,0
1,BTEleft SD,401,0
1,BTEleft SD,402,0
1,BTEleft SD,403,0
1,BTEleft SD,404,0
1,BTEleft SD,405,0
1,BTEleft SD,406,0
1,BTEleft SD,407,0
1,BTEleft SD,408,0
1,BTEleft SD,409,0
1,BTEleft SD,410,0
1,BTEleft SD,411,0
1,BTEleft SD,412,0
1,BTEleft SD,413,0
1,BTEleft SD,414,0
1,BTEleft SD,415,0
1,BTEleft SD,416,0
1,BTEleft SD,417,0
1,BTEleft SD,418,0
1,BTEleft SD,419,0
1,BTEleft SD,420,0
1,BTEleft SD,421,0
1,BTEleft SD,422,0
1,BTEleft SD,423,0
1,BTEleft SD,424,0
1,BTEleft SD,425,0
1,BTEleft SD,426,0
1,BTEleft SD,427,0
1,BTEleft SD,428,0
1,BTEleft SD,429,0
1,BTEleft SD,430,0
1,BTEleft SD,431,0
1,BTEleft SD,432,0
1,BTEleft SD,433,0
1,BTEleft SD,434,0
1,BTEleft SD,435,0
1,BTEleft SD,436,0
1,BTEleft SD,437,0
1,BTEleft SD,438,0
1,BTEleft SD,439,0
1,BTEleft SD,440,0
1,BTEleft SD,441,0
1,BTEleft SD,442,0
1,BTEleft SD,443,0
1,BTEleft SD,444,0
1,BTEleft SD,445,0
1,BTEleft SD,446,0
1,BTEleft SD,447,0
1,BTEleft SD,448,0
1,BTEleft SD,449,0
1,BTEleft SD,450,0
1,BTEleft SD,451,0
1,BTEleft SD,452,0
1,BTEleft SD,453,0
1,BTEleft SD,454,0
1,BTEleft SD,455,0
1,BTEleft SD,456,0
1,BTEleft SD,457,0
1,BTEleft SD,458,0
1,BTEleft SD,459,0
1,BTEleft SD,460,0
1,BTEleft SD,461,0
1,BTEleft SD,462,0
1,BTEleft SD,463,0
1,BTEleft SD,464,0
1,BTEleft SD,465,0
1,BTEleft SD,466,0
1,BTEleft SD,467,0
1,BTEleft SD,468,0
1,BTEleft SD,469,0
1,BTEleft SD,470,0
1,BTEleft SD,471,0
1,BTEleft SD,472,0
1,BTEleft SD,473,0
1,BTEleft SD,474,0
1,BTEleft SD,475,0
1,BTEleft SD,476,0
1,BTEleft SD,477,0
1,BTEleft SD,478,0
1,BTEleft SD,479,0
1,BTEleft SD,480,0
1,BTEleft SD,481,0
1,BTEleft SD,482,0
1,BTEleft SD,483,0
1,BTEleft SD,484,0
1,BTEleft SD,485,0
1,BTEleft SD,486,0
1,BTEleft SD,487,0
1,BTEleft SD,488,0
1,BTEleft SD,489,0
1,BTEleft SD,490,0
1,BTEleft SD,491,0
1,BTEleft SD,492,0
1,BTEleft SD,493,0
1,BTEleft SD,494,0
1,BTEleft SD,495,0
1,BTEleft SD,496,0
1,BTEleft SD,497,0
1,BTEleft SD,498,0
1,BTEleft SD,499,0
1,BTEleft SD,500,0
1,BTEleft SD,501,0
1,BTEleft SD,502,0
1,BTEleft SD,503,0
1,BTEleft SD,504,0
1,BTEleft SD,505,0
1,BTEleft SD,506,0
1,BTEleft SD,507,0
1,BTEleft SD,508,0
1,BTEleft SD,509,0
1,BTEleft SD,510,0
1,BTEleft SD,511,0
1,BTEleft SD,512,0
1,BTEleft SD,513,0
1,BTEleft SD,514,0
1,BTEleft SD,515,0
1,BTEleft SD,516,0
1,BTEleft SD,517,0
1,BTEleft SD,518,0
1,BTEleft SD,519,0
1,BTEleft SD,520,0
1,BTEleft SD,521,0
1,BTEleft SD,522,0
1,BTEleft SD,523,0
1,BTEleft SD,524,0
1,BTEleft SD,525,0
1,BTEleft SD,526,0
1,BTEleft SD,527,0
1,BTEleft SD,528,0
1,BTEleft SD,529,0
1,BTEleft SD,530,0
1,BTEleft SD,531,0
1,BTEleft SD,532,0
1,BTEleft SD,533,0
1,BTEleft SD,534,0
1,BTEleft SD,535,0
1,BTEleft SD,536,0
1,BTEleft SD,537,0
1,BTEleft SD,538,0
1,BTEleft SD,539,0
1,BTEleft SD,540,0
1,BTEleft SD,541,0
1,BTEleft SD,542,0
1,BTEleft SD,543,0
1,BTEleft SD,544,0
1,BTEleft SD,545,0
1,BTEleft SD,546,0
1,BTEleft SD,547,0
1,BTEleft SD,548,0
1,BTEleft SD,549,0
1,BTEleft SD,550,0
1,BTEleft SD,551,0
1,BTEleft SD,552,0
1,BTEleft SD,553,0
1,BTEleft SD,554,0
1,BTEleft SD,555,0
1,BTEleft SD,556,0
1,BTEleft SD,557,0
1,BTEleft SD,558,0
1,BTEleft SD,559,0
1,BTEleft SD,560,0
1,BTEleft SD,561,0
1,BTEleft SD,562,0
1,BTEleft SD,563,0
1,BTEleft SD,564,0
1,BTEleft SD,565,0
1,BTEleft SD,566,0
1,BTEleft SD,567,0
1,BTEleft SD,568,0
1,BTEleft SD,569,0
1,BTEleft SD,570,0
1,BTEleft SD,571,0
1,BTEleft SD,572,0
1,BTEleft SD,573,0
1,BTEleft SD,574,0
1,BTEleft SD,575,0
1,BTEleft SD,576,0
1,BTEleft SD,577,0
1,BTEleft SD,578,0
1,BTEleft SD,579,0
1,BTEleft SD,580,0
1,BTEleft SD,581,0
1,BTEleft SD,582,0
1,BTEleft SD,583,0
1,BTEleft SD,584,0
1,BTEleft SD,585,0
1,BTEleft SD,586,0
1,BTEleft SD,587,0
1,BTEleft SD,588,0
1,BTEleft SD,589,0
1,BTEleft SD,590,0
1,BTEleft SD,591,0
1,BTEleft SD,592,0
1,BTEleft SD,593,0
1,BTEleft SD,594,0
1,BTEleft SD,595,0
1,BTEleft SD,596,0
1,BTEleft SD,597,0
1,BTEleft SD,598,0
1,BTEleft SD,599,0
1,BTEleft SD,600,0
1,BTEleft SD,601,0
1,BTEleft SD,602,0
1,BTEleft SD,603,0
1,BTEleft SD,604,0
1,BTEleft SD,605,0
1,BTEleft SD,606,0
1,BTEleft SD,607,0
1,BTEleft SD,608,0
1,BTEleft SD,609,0
1,BTEleft SD,610,0
1,BTEleft SD,611,0
1,BTEleft SD,612,0
1,BTEleft SD,613,0
1,BTEleft SD,614,0
1,BTEleft SD,615,0
1,BTEleft SD,616,0
1,BTEleft SD,617,0
1,BTEleft SD,618,0
1,BTEleft SD,619,0
1,BTEleft SD,620,0
1,BTEleft SD,621,0
1,BTEleft SD,622,0
1,BTEleft SD,623,0
1,BTEleft SD,624,0
1,BTEleft SD,625,0
1,BTEleft SD,626,0
1,BTEleft SD,627,0
1,BTEleft SD,628,0
1,BTEleft SD,629,0
1,BTEleft SD,630,0
1,BTEleft SD,631,0
1,BTEleft SD,632,0
1,BTEleft SD,633,0
1,BTEleft SD,634,0
1,BTEleft SD,635,0
1,BTEleft SD,636,0
1,BTEleft SD,637,0
1,BTEleft SD,638,0
1,BTEleft SD,639,0
1,BTEleft SD,640,0
1,BTEleft SD,641,0
1,BTEleft SD,642,0
1,BTEleft SD,643,0
1,BTEleft SD,644,0
1,BTEleft SD,645,0
1,BTEleft SD,646,0
1,BTEleft SD,647,0
1,BTEleft SD,648,0
1,BTEleft SD,649,0
1,BTEleft SD,650,0
1,BTEleft SD,651,0
1,BTEleft SD,652,0
1,BTEleft SD,653,0
1,BTEleft SD,654,0
1,BTEleft SD,655,0
1,BTEleft SD,656,0
1,BTEleft SD,657,0
1,BTEleft SD,658,0
1,BTEleft SD,659,0
1,BTEleft SD,660,0
1,BTEleft SD,661,0
1,BTEleft SD,662,0
1,BTEleft SD,663,0
1,BTEleft SD,664,0
1,BTEleft SD,665,0
1,BTEleft SD,666,0
1,BTEleft SD,667,0
1,BTEleft SD,668,0
1,BTEleft SD,669,0
1,BTEleft SD,670,0
1,BTEleft SD,671,0
1,BTEleft SD,672,0
1,BTEleft SD,673,0
1,BTEleft SD,674,0
1,BTEleft SD,675,0
1,BTEleft SD,676,0
1,BTEleft SD,677,0
1,BTEleft SD,678,0
1,BTEleft SD,679,0
1,BTEleft SD,680,0
1,BTEleft SD,681,0
1,BTEleft SD,682,0
1,BTEleft SD,683,0
1,BTEleft SD,684,0
1,BTEleft SD,685,0
1,BTEleft SD,686,0
1,BTEleft SD,687,0
1,BTEleft SD,688,0
1,BTEleft SD,689,0
1,BTEleft SD,690,0
1,BTEleft SD,691,0
1,BTEleft SD,692,0
1,BTEleft SD,693,0
1,BTEleft SD,694,0
1,BTEleft SD,695,0
1,BTEleft SD,696,0
1,BTEleft SD,697,0
1,BTEleft SD,698,0
1,BTEleft SD,699,0
1,BTEleft SD,700,0
1,BTEleft SD,701,0
1,BTEleft SD,702,0
1,BTEleft SD,703,0
1,BTEleft SD,704,0
1,BTEleft SD,705,0
1,BTEleft SD,706,0
1,BTEleft SD,707,0
1,BTEleft SD,708,0
1,BTEleft SD,709,0
1,BTEleft SD,710,0
1,BTEleft SD,711,0
1,BTEleft SD,712,0
1,BTEleft SD,713,0
1,BTEleft SD,714,0
1,BTEleft SD,715,0
1,BTEleft SD,716,0
1,BTEleft SD,717,0
1,BTEleft SD,718,0
1,BTEleft SD,719,0
1,BTEleft SD,720,0
1,BTEleft SD,721,0
1,BTEleft SD,722,0
1,BTEleft SD,723,0
1,BTEleft SD,724,0
1,BTEleft SD,725,0
1,BTEleft SD,726,0
1,BTEleft SD,727,0
1,BTEleft SD,728,0
1,BTEleft SD,729,0
1,BTEleft SD,730,0
1,BTEleft SD,731,0
1,BTEleft SD,732,0
1,BTEleft SD,733,0
1,BTEleft SD,734,0
1,BTEleft SD,735,0
1,BTEleft SD,736,0
1,BTEleft SD,737,0
1,BTEleft SD,738,0
1,BTEleft SD,739,0
1,BTEleft SD,740,0
1,BTEleft SD,741,0
1,BTEleft SD,742,0
1,BTEleft SD,743,0
1,BTEleft SD,744,0
1,BTEleft SD,745,0
1,BTEleft SD,746,0
1,BTEleft SD,747,0
1,BTEleft SD,748,0
1,BTEleft SD,749,0
1,BTEleft SD,750,0
1,BTEleft SD,751,0
1,BTEleft SD,752,0
1,BTEleft SD,753,0
1,BTEleft SD,754,0
1,BTEleft SD,755,0
1,BTEleft SD,756,0
1,BTEleft SD,757,0
1,BTEleft SD,758,0
1,BTEleft SD,759,0
1,BTEleft SD,760,0
1,BTEleft SD,761,0
1,BTEleft SD,762,0
1,BTEleft SD,763,0
1,BTEleft SD,764,0
1,BTEleft SD,765,0
1,BTEleft SD,766,0
1,BTEleft SD,767,0
1,BTEleft SD,768,0
1,BTEleft SD,769,0
1,BTEleft SD,770,0
1,BTEleft SD,771,0
1,BTEleft SD,772,0
1,BTEleft SD,773,0
1,BTEleft SD,774,0
1,BTEleft SD,775,0
1,BTEleft SD,776,0
1,BTEleft SD,777,0
1,BTEleft SD,778,0
1,BTEleft SD,779,0
1,BTEleft SD,780,0
1,BTEleft SD,781,0
1,BTEleft SD,782,0
1,BTEleft SD,783,0
1,BTEleft SD,784,0
1,BTEleft SD,785,0
1,BTEleft SD,786,0
1,BTEleft SD,787,0
1,BTEleft SD,788,0
1,BTEleft SD,789,0
1,BTEleft SD,790,0
1,BTEleft SD,791,0
1,BTEleft SD,792,0
1,BTEleft SD,793,0
1,BTEleft SD,794,0
1,BTEleft SD,795,0
1,BTEleft SD,796,0
1,BTEleft SD,797,0
1,BTEleft SD,798,0
1,BTEleft SD,799,0
1,BTEleft SD,800,0
1,BTEleft SD,801,0
1,BTEleft SD,802,0
1,BTEleft SD,803,0
1,BTEleft SD,804,0
1,BTEleft SD,805,0
1,BTEleft SD,806,0
1,BTEleft SD,807,0
1,BTEleft SD,808,0
1,BTEleft SD,809,0
1,BTEleft SD,810,0
1,BTEleft SD,811,0
1,BTEleft SD,812,0
1,BTEleft SD,813,0
1,BTEleft SD,814,0
1,BTEleft SD,815,0
1,BTEleft SD,816,0
1,BTEleft SD,817,0
1,BTEleft SD,818,0
1,BTEleft SD,819,0
1,BTEleft SD,820,0
1,BTEleft SD,821,0
1,BTEleft SD,822,0
1,BTEleft SD,823,0
1,BTEleft SD,824,0
1,BTEleft SD,825,0
1,BTEleft SD,826,0
1,BTEleft SD,827,0
1,BTEleft SD,828,0
1,BTEleft SD,829,0
1,BTEleft SD,830,0
1,BTEleft SD,831,0
1,BTEleft SD,832,0
1,BTEleft SD,833,0
1,BTEleft SD,834,0
1,BTEleft SD,835,0
1,BTEleft SD,836,0
1,BTEleft SD,837,0
1,BTEleft SD,838,0
1,BTEleft SD,839,0
1,BTEleft SD,840,0
1,BTEleft SD,841,0
1,BTEleft SD,842,0
1,BTEleft SD,843,0
1,BTEleft SD,844,0
1,BTEleft SD,845,0
1,BTEleft SD,846,0
1,BTEleft SD,847,0
1,BTEleft SD,848,0
1,BTEleft SD,849,0
1,BTEleft SD,850,0
1,BTEleft SD,851,0
1,BTEleft SD,852,0
1,BTEleft SD,853,0
1,BTEleft SD,854,0
1,BTEleft SD,855,0
1,BTEleft SD,856,0
1,BTEleft SD,857,0
1,BTEleft SD,858,0
1,BTEleft SD,859,0
1,BTEleft SD,860,0
1,BTEleft SD,861,0
1,BTEleft SD,862,0
1,BTEleft SD,863,0
1,BTEleft SD,864,0
1,BTEleft SD,865,0
1,BTEleft SD,866,0
1,BTEleft SD,867,0
1,BTEleft SD,868,0
1,BTEleft SD,869,0
1,BTEleft SD,870,0
1,BTEleft SD,871,0
1,BTEleft SD,872,0
1,BTEleft SD,873,0
1,BTEleft SD,874,0
1,BTEleft SD,875,0
1,BTEleft SD,876,0
1,BTEleft SD,877,0
1,BTEleft SD,878,0
1,BTEleft SD,879,0
1,BTEleft SD,880,0
1,BTEleft SD,881,0
1,BTEleft SD,882,0
1,BTEleft SD,883,0
1,BTEleft SD,884,0
1,BTEleft SD,885,0
1,BTEleft SD,886,0
1,BTEleft SD,887,0
1,BTEleft SD,888,0
1,BTEleft SD,889,0
1,BTEleft SD,890,0
1,BTEleft SD,891,0
1,BTEleft SD,892,0
1,BTEleft SD,893,0
1,BTEleft SD,894,0
1,BTEleft SD,895,0
1,BTEleft SD,896,0
1,BTEleft SD,897,0
1,BTEleft SD,898,0
1,BTEleft SD,899,0
1,BTEleft SD,900,0
1,BTEleft SD,901,0
1,BTEleft SD,902,0
1,BTEleft SD,903,0
1,BTEleft SD,904,0
1,BTEleft SD,905,0
1,BTEleft SD,906,0
1,BTEleft SD,907,0
1,BTEleft SD,908,0
1,BTEleft SD,909,0
1,BTEleft SD,910,0
1,BTEleft SD,911,0
1,BTEleft SD,912,0
1,BTEleft SD,913,0
1,BTEleft SD,914,0
1,BTEleft SD,915,0
1,BTEleft SD,916,0
1,BTEleft SD,917,0
1,BTEleft SD,918,0
1,BTEleft SD,919,0
1,BTEleft SD,920,0
1,BTEleft SD,921,0
1,BTEleft SD,922,0
1,BTEleft SD,923,0
1,BTEleft SD,924,0
1,BTEleft SD,925,0
1,BTEleft SD,926,0
1,BTEleft SD,927,0
1,BTEleft SD,928,0
1,BTEleft SD,929,0
1,BTEleft SD,930,0
1,BTEleft SD,931,0
1,BTEleft SD,932,0
1,BTEleft SD,933,0
1,BTEleft SD,934,0
1,BTEleft SD,935,0
1,BTEleft SD,936,0
1,BTEleft SD,937,0
1,BTEleft SD,938,0
1,BTEleft SD,939,0
1,BTEleft SD,940,0
1,BTEleft SD,941,0
1,BTEleft SD,942,0
1,BTEleft SD,943,0
1,BTEleft SD,944,0
1,BTEleft SD,945,0
1,BTEleft SD,946,0
1,BTEleft SD,947,0
1,BTEleft SD,948,0
1,BTEleft SD,949,0
1,BTEleft SD,950,0
1,BTEleft SD,951,0
1,BTEleft SD,952,0
1,BTEleft SD,953,0
1,BTEleft SD,954,0
1,BTEleft SD,955,0
1,BTEleft SD,956,0
1,BTEleft SD,957,0
1,BTEleft SD,958,0
1,BTEleft SD,959,0
1,BTEleft SD,960,0
1,BTEleft SD,961,0
1,BTEleft SD,962,0
1,BTEleft SD,963,0
1,BTEleft SD,964,0
1,BTEleft SD,965,0
1,BTEleft SD,966,0
1,BTEleft SD,967,0
1,BTEleft SD,968,0
1,BTEleft SD,969,0
1,BTEleft SD,970,0
1,BTEleft SD,971,0
1,BTEleft SD,972,0
1,BTEleft SD,973,0
1,BTEleft SD,974,0
1,BTEleft SD,975,0
1,BTEleft SD,976,0
1,BTEleft SD,977,0
1,BTEleft SD,978,0
1,BTEleft SD,979,0
1,BTEleft SD,980,0
1,BTEleft SD,981,0
1,BTEleft SD,982,0
1,BTEleft SD,983,0
1,BTEleft SD,984,0
1,BTEleft SD,985,0
1,BTEleft SD,986,0
1,BTEleft SD,987,0
1,BTEleft SD,988,0
1,BTEleft SD,989,0
1,BTEleft SD,990,0
1,BTEleft SD,991,0
1,BTEleft SD,992,0
1,BTEleft SD,993,0
1,BTEleft SD,994,0
1,BTEleft SD,995,0
1,BTEleft SD,996,0
1,BTEleft SD,997,0
1,BTEleft SD,998,0
