recording,channel,epoch,second,augmentation,seizure,std,iqr,skewness,kurtosis,zero_crossings,hjorth_mobility,hjorth_complexity,approx_entropy,petrosian_fd,delta,theta,alpha,beta
1,BTEright SD,1,24,original,0,5.111692274993166,5.856112909891351,-0.7665773048789452,1.0355891626624496,51,0.6563951118527876,1.9209161864490312,1.0366027822181119,1.0304620845651844,0.39423589535244563,0.0973515680565634,0.12610843410368724,0.21996835129574913
1,BTEright SD,1,25,original,0,4.664891840221818,5.652065545718936,0.1457274742923896,-0.07813028242493303,49,0.6043976193253559,1.9775165049879142,1.0161299061274853,1.028167750585337,0.3103099093261171,0.3013509805230086,0.16166465996888355,0.18574111471115037
1,BTEright SD,1,26,original,0,4.5458785470308865,6.678395562936109,-0.05186420363338688,-0.15503251445358313,58,0.6260132364934039,2.0897607409061036,1.0740991980718446,1.0317292840250487,0.3337286304497769,0.37593620182510806,0.11191593256694499,0.22622854246869173
1,BTEright SD,1,27,original,0,4.582405179479138,6.636408448852718,0.15163081510614912,0.1871235187638387,57,0.7823448072898297,1.677859981526492,1.0144081424615274,1.0304620845651844,0.2537550831760346,0.3111577652850539,0.18299245928171165,0.14895114698535863
1,BTEright SD,1,28,original,0,7.03642109688665,9.904443076451045,0.1753045397963276,0.012633673774311127,63,0.7242299821186143,1.6260926997730276,1.0485496612905312,1.0261136580920704,0.073485892914579,0.11696116361629154,0.1960585754922977,0.24476840896371557
1,BTEright SD,1,29,original,0,6.3120073288556355,8.33569123444232,-0.2504314381754441,0.36022869721891526,66,0.7656972122678564,1.6851343459503751,1.0235231765033639,1.0307159457969917,0.12950857515293226,0.0978016363293257,0.18814221981683818,0.3222998457163636
1,BTEright SD,1,30,original,0,6.807871975385826,9.20328137248559,-0.30765274471552695,-0.24975246572077525,64,0.7470060632861144,1.7154113790078693,1.0666110031576448,1.028679102486857,0.28614428290011523,0.2084140011362934,0.10432398436706973,0.14708529693998887
1,BTEright SD,1,31,original,0,6.366569507315327,8.318071832702346,0.048563774992232654,0.1307787490777157,61,0.7547395727231552,1.6570975523882974,1.0491376946975075,1.0279117507277797,0.1760431332312722,0.0883685664062072,0.052529241271919616,0.2806051234306179
1,BTEright SD,1,32,original,0,7.018662626443612,9.643916656088765,-0.08773605036832693,-0.3549207938780299,61,0.716352703710621,1.7203758845995385,1.0405302844655475,1.0284235343372452,0.25550030292322345,0.08857080209554075,0.13035098613672233,0.2635355076947563
1,BTEright SD,1,33,original,0,7.0236288043427315,8.61584903922418,-0.07114728407749452,0.3034107092736762,72,0.7991260681399697,1.5580355170732512,1.0131246739423423,1.0296992290648215,0.13690006003143457,0.14888405661720625,0.1201634061435462,0.2637856921098477
1,BTEright SD,1,34,original,0,8.660207644026325,11.043570022410686,0.16902197977350328,0.06070493558818235,57,0.7162312088299854,1.735158780932404,1.0750851983807967,1.0294445183277396,0.12400641470483782,0.17880664564220125,0.2288325398239521,0.39669302491899483
1,BTEright SD,1,35,original,0,7.287317621747901,10.10766720853029,-0.05563832135426299,-0.31635939416866377,62,0.7317633382333958,1.6635969375140252,1.0287232584652104,1.0279117507277797,0.2877093037043487,0.1299442067082378,0.08383374399445667,0.2714799331247959
1,BTEright SD,1,36,original,0,6.961340590824291,8.895417289412446,0.194472027994963,0.16852992921776666,70,0.8037915260008301,1.6594012226384738,1.0427748427710615,1.0279117507277797,0.32884411383415696,0.20693525899290052,0.08368822582668345,0.20365407457560894
1,BTEright SD,1,37,original,0,9.573693502832324,11.705506627642338,-0.12198156772398348,0.1472662400476299,63,0.7602790662005833,1.7821211310050629,1.0153932192257038,1.0337459480798068,0.22875311251673053,0.11137084314328204,0.10172666563679106,0.28612816157598475
1,BTEright SD,1,38,original,0,7.618922054271844,10.309944284653614,-0.02948727213348987,0.00680189333519543,61,0.8071308812826614,1.6420991936805835,1.0387208375859904,1.0299537266887975,0.20427053054531732,0.10005794989063964,0.17263549998604524,0.2959110673945944
1,BTEright SD,1,39,original,0,6.092171644461387,9.14063581894682,0.033636861680466444,-0.4262495537262616,68,0.8269007129195548,1.6407429757047887,1.0229122585681507,1.0317292840250487,0.1267587309972819,0.1405290003536682,0.10591163732161105,0.31525934830188895
1,BTEright SD,1,40,original,0,6.440712148594323,8.638245493499305,-0.178311895311035,0.39650390973082006,54,0.7148156299041258,1.8904704441486042,1.0231470681744717,1.0322346958702175,0.21296803129410596,0.17558936596767002,0.10191005648742876,0.164729321365199
1,BTEright SD,1,41,original,0,4.771572409029937,6.3727277737565124,-0.084192643441745,-0.1665912169143242,67,0.811517268385251,1.637573966308305,1.071430692889514,1.032991252803392,0.13024421188140858,0.16757847313196098,0.12613525622730185,0.2972621790643318
1,BTEright SD,1,42,original,0,9.090671806585288,12.201110492125727,0.30479748679475166,-0.08284406034538216,44,0.5877902079167718,2.2701707231041732,1.0144253390549371,1.0314762645059103,0.5095844216882137,0.09228761123123391,0.05875295777076948,0.19357135095015301
1,BTEright SD,1,43,original,0,18.30401951473163,23.45656664315262,-0.1936735931999408,0.3785872317689152,45,0.6275610566630933,2.037905265279734,1.0619229986597065,1.0314762645059103,0.5669729762360258,0.009115410008059018,0.04797890510634491,0.16562590487414033
1,BTEright SD,1,44,original,0,12.841414691120148,16.219345756529776,0.3810293415709,-0.02866242803328145,48,0.5931891573508984,2.254592308691561,1.0434212885259817,1.0312230352829772,0.4416122588253526,0.032519992578911076,0.02700830390061956,0.18133505124861804
1,BTEright SD,1,45,original,0,15.242124951935656,21.71952156054836,0.3879647217741584,-0.2904045042764465,82,1.0819511976145022,1.4039325929899873,0.947011580492437,1.0347493343606127,0.12421134555930274,0.01925157421400175,0.023853982644808692,0.06400009411795769
1,BTEright SD,1,46,original,0,9.67087669186531,10.99073840066277,-0.08322947136806677,1.9678490355293956,76,0.9791755972658476,1.4798275221514752,0.9880419539805585,1.0349996707878277,0.1948685428360407,0.16860038030504945,0.07761323379967705,0.2283382916325618
1,BTEright SD,1,47,original,0,10.76301821747339,14.158744101275666,-0.3860294264601235,-0.3880842478640987,31,0.5315929583759929,2.474847441838112,0.9940793311132392,1.0324870891510591,0.7292015746091233,0.12084551057686747,0.026646296627084173,0.04386964467893419
1,BTEright SD,1,48,original,0,9.89560476473453,10.994053062898011,0.1490529303199284,0.6294952280822876,58,0.785378073618023,1.5592232879798744,1.03812165407194,1.0304620845651844,0.14841490670629123,0.06320593787096235,0.16078319339296246,0.17703989227759348
1,BTEright SD,1,49,original,0,8.368968126083697,10.979945933663473,0.16478882641985973,0.1183413711600263,74,0.8348340677203362,1.5508325712236435,1.0398082274094156,1.0309695958745033,0.21594979296089975,0.09734569074513769,0.138445596676019,0.21223585442893383
1,BTEright SD,1,50,original,0,6.810373768469817,9.470812641564034,-0.040384362704179916,-0.0027104367323569356,80,0.8784147717728662,1.4857810061599435,1.0477369861362744,1.0304620845651844,0.12443801130575788,0.1418068161543233,0.1654055770306854,0.20617177216937155
1,BTEright SD,1,51,original,0,6.8089038345522,9.559952082309398,-0.1116880142801809,0.01788662098379845,69,0.7991840401208129,1.6461245675016825,0.9847556253614504,1.0291895939833593,0.08031581832225192,0.10471266227536127,0.09425624029376188,0.3271857331297805
1,BTEright SD,1,52,original,0,8.289460665921627,11.696752550893862,0.19305960018035911,-0.3546619185664297,59,0.7679830751606223,1.5513148836770343,1.040829299934221,1.0266284921071724,0.08813734564482978,0.12410410759659585,0.12706750669714567,0.388122591892515
1,BTEright SD,1,53,original,0,10.11880397906144,13.231581791520679,-0.0347361546243838,0.7833750704186251,52,0.6991172178432217,1.670848753069816,1.0683363491021276,1.0273991006729957,0.07402617306607218,0.05133102453230278,0.32857563849387506,0.2815159421941981
1,BTEright SD,1,54,original,0,10.698888496464816,14.797626092877373,-0.2878852125847707,0.31576121480271846,60,0.7479719193381096,1.5695588207404043,1.0324542137705732,1.0271424494597257,0.03721889504746151,0.10952388273289158,0.21218139118034327,0.35587912133307004
1,BTEright SD,1,55,original,0,8.342396374544613,11.22438351013637,0.2883418208949255,-0.44849385760767246,67,0.8131431443521502,1.5248566491137927,0.9958745585991213,1.0268855801087005,0.13086372739196467,0.026735112719259914,0.039147628235935754,0.390907099180627
1,BTEright SD,1,56,original,0,44.94469741736805,37.631582226093045,0.18324919745486537,1.2934281347901164,66,0.7678571657823093,1.5390158317739957,0.785327901207733,1.028167750585337,0.1159445369379997,0.017151440044082592,0.12046050245219685,0.4598266885605587
1,BTEright SD,1,57,original,0,27.418257927468737,34.060866339974595,-0.9554749981289079,1.786891411559827,55,0.7004716185577003,1.6545160659066234,1.0327360004504973,1.0304620845651844,0.016111118658338138,0.06718246837437462,0.23255088308812644,0.5383340501139747
1,BTEright SD,1,58,original,0,32.7436501773255,35.23547859247388,-0.8422243978110556,1.585376874555548,54,0.651865432004281,1.6955985837935645,0.9902120986512131,1.028679102486857,0.03404013685198829,0.01763143243638124,0.31565366036428727,0.3530430540100599
1,BTEright SD,1,1,ft_surrogate,0,10.2298712412272,15.476803792117607,0.2395206143831938,-0.3847598187811343,60,0.7637226376031566,1.541170919209364,0.9715531041274001,1.0273991006729957,0.05125779826422374,0.014945108001682325,0.11143666215960651,0.5525607346890806
1,BTEright SD,1,2,ft_surrogate,0,13.476054671253971,18.222165074023707,0.2601865883120266,-0.15249738523558287,60,0.7194627565866043,1.6852486758254475,1.0498709163749425,1.028679102486857,0.13183087104041866,0.09245230444543837,0.1430994125225125,0.4889441026753668
1,BTEright SD,1,3,ft_surrogate,0,10.928892072672685,16.01364044007819,-0.049297501818463936,-0.3835008277381813,59,0.7240347371588743,1.7685482762173899,1.0760006412394354,1.0314762645059103,0.08305950207329499,0.04885545378473006,0.1362804138060834,0.4947158502540384
1,BTEright SD,1,4,ft_surrogate,0,8.964066772126193,12.128070611948138,-0.033414873802093556,-0.08551330882663377,68,0.7947537817693576,1.6918372513615534,1.0146309346753082,1.0314762645059103,0.15703902109641696,0.06639686828282088,0.16389996936647025,0.39460778787523637
1,BTEright SD,1,5,ft_surrogate,0,10.047189730737134,13.204062049499072,-0.11259895550763356,-0.12931615148529696,59,0.7780539540850685,1.601581672822321,1.035153648533993,1.0294445183277396,0.14364191833616416,0.08178925422112916,0.10517532895739987,0.3288899991422241
1,BTEright SD,1,6,ft_surrogate,0,11.840920007929457,17.52729064594646,-0.13364907471193527,-0.4449795737107074,53,0.7028886369102754,1.743773448195424,1.0845098461563936,1.0276555342593598,0.19774366994493695,0.059614408297935254,0.16557031321498888,0.40124635030455796
1,BTEright SD,1,7,ft_surrogate,0,10.622360023925026,13.444361825465442,-0.30028450841455046,0.08480107131905701,75,0.7567380229043132,1.6656966348834044,1.041970507802417,1.0273991006729957,0.08773329372488285,0.011185976141014145,0.248111097433247,0.6037711583506499
1,BTEright SD,1,8,ft_surrogate,0,10.58517795625968,15.430984383507898,-0.02888264656830685,-0.1706306840877101,64,0.7594919772118119,1.574766759649472,1.0223255278594268,1.028679102486857,0.07692683177553579,0.045159514116849944,0.07570524416547196,0.4873957107979712
1,BTEright SD,1,9,ft_surrogate,0,10.268718050346498,13.112999570542122,-0.25821097814827787,0.6602596613937068,54,0.7269517383643954,1.7456899516015545,1.0059360239915778,1.0307159457969917,0.3525031449015061,0.02151889642785678,0.09027098781846449,0.20693844535824246
1,BTEright SD,1,10,ft_surrogate,0,10.641632610520123,15.948770425172828,0.09910447073405435,-0.5411116626310108,53,0.7029118870141138,1.7250998617544346,1.0255423734268025,1.0271424494597257,0.2777737966524469,0.0683474079633602,0.028735430649001543,0.26039064919054494
1,BTEright SD,1,11,ft_surrogate,0,11.386157133196237,14.584882097829322,-0.392847633150879,0.49079603837354924,62,0.705744346872513,1.800649536838945,1.1030293829490754,1.0304620845651844,0.33753844915274,0.08139240089482909,0.18524592497863468,0.3238989279269229
1,BTEright SD,1,12,ft_surrogate,0,11.206417264198624,15.117958318006659,-0.3080810376062711,0.13899603609523492,60,0.7606147599690531,1.6741200679559447,1.0331434534313688,1.0302080116920547,0.23425148597580703,0.1813031848152859,0.15315538616814123,0.3112458019498358
1,BTEright SD,1,13,ft_surrogate,0,9.811042337681172,13.553713820831994,-0.2492065935933143,0.4435265376098787,69,0.7940476064982973,1.609027257708327,1.0482814543829049,1.0284235343372452,0.10792343359714675,0.08385092081295516,0.08356329277793413,0.43672846658042375
1,BTEright SD,1,14,ft_surrogate,0,10.304271704158799,13.555837123808308,-0.025521614471524325,0.15843714960819577,65,0.7781366254495549,1.6047331550123962,1.0027517218256232,1.031982094320395,0.05080702594803194,0.05717676356482738,0.3227893941549486,0.3145053776434171
1,BTEright SD,1,15,ft_surrogate,0,12.075912131335471,16.16044807663711,-0.14925692733874227,0.1024497275638443,64,0.7231483722991311,1.6529036584445513,1.0380432366042207,1.0284235343372452,0.15976508200993036,0.07387499964285932,0.18128929639805982,0.31958269346626356
1,BTEright SD,1,16,ft_surrogate,0,9.575485840612757,12.361022181775564,0.18560479748582978,0.3364126360553996,64,0.7985803892544819,1.5611201792291642,0.9896096944525379,1.0296992290648215,0.2080539178183726,0.0825355980849239,0.03716155952651201,0.29262641678339224
1,BTEright SD,1,17,ft_surrogate,0,11.840717260113934,14.583920297477864,0.21805634978774174,-0.024923504298514754,54,0.6343718112108553,1.9475339200818298,1.070862765491143,1.0289344555356745,0.41712628072171154,0.019918778099420918,0.027817034610791706,0.3168328737288574
1,BTEright SD,1,18,ft_surrogate,0,12.294265284325526,16.79516785472741,0.14875711118435775,-0.15084091825655754,50,0.5988965477470937,1.9369845589735157,0.9956843641111632,1.0240454721332273,0.3397617447044927,0.062432369612035764,0.11965186914900272,0.28071452927217033
1,BTEright SD,1,19,ft_surrogate,0,12.169562334097622,14.150734605626745,0.34214279361587846,0.6676546481441616,64,0.6217196154806289,1.9668266516252775,1.033264288090122,1.0261136580920704,0.11232930602060551,0.04638115716175907,0.41241527286240076,0.49164195620299256
1,BTEright SD,1,20,ft_surrogate,0,12.328739348371084,17.393532641266294,-0.03350034754725542,-0.015131583515989977,67,0.7799778220488324,1.5974940262455641,1.0218841347963599,1.0309695958745033,0.2640993756836348,0.07493324095989297,0.17020707714435643,0.27640630716881387
1,BTEright SD,1,21,ft_surrogate,0,10.886237322012708,15.615758123118294,-0.01913850162078919,-0.43147637013596274,70,0.7765204260291961,1.5735766806638531,1.0079683984298224,1.0258559110434244,0.06035901244033352,0.0935220438925357,0.16302190606753506,0.44688993260015136
1,BTEright SD,1,22,ft_surrogate,0,10.418427142057338,11.94535104203877,0.038828497602619964,0.4021795040455127,68,0.7431881598231846,1.6738594663502833,1.0796474210909262,1.0307159457969917,0.15877455683730762,0.1603336238420567,0.08864502527335817,0.2852868303996053
1,BTEright SD,1,23,ft_surrogate,0,10.243672988864652,13.21794676648258,0.5685871983796742,0.6059238491149763,72,0.7461853986674258,1.6891539260403308,1.076077277938877,1.0304620845651844,0.13257878142270318,0.1282625873840332,0.28390679600687424,0.2399413003636688
1,BTEright SD,1,24,ft_surrogate,0,12.47860347544548,17.300326410956323,0.5087664046819356,0.4707973508136196,59,0.6961926700040004,1.6468211749397355,1.0309672279391817,1.0279117507277797,0.12544331923645188,0.09328372837553453,0.16144316378794943,0.39973171416671205
1,BTEright SD,1,25,ft_surrogate,0,11.030898039477803,14.574421707008062,-0.010941918576223002,0.3451759870495241,62,0.741808876570294,1.6323296232136213,1.0250444701273822,1.0261136580920704,0.10863535700135639,0.04295594949057886,0.1899936707614881,0.43520194590048367
1,BTEright SD,1,26,ft_surrogate,0,10.937846250390795,14.426561997787765,-0.21925774031994702,0.011885271767355654,69,0.7422679650060212,1.660352040512534,1.0532179851451122,1.0284235343372452,0.10647723417746816,0.0868334912461352,0.27967377041826946,0.3179082149373186
1,BTEright SD,1,27,ft_surrogate,0,10.380452133146122,13.895044031439447,-0.2656826298693141,0.27524612122572645,64,0.7293962425440993,1.659919263280218,1.0143690597523216,1.0279117507277797,0.17706057546134515,0.04460600981346371,0.09837568619214894,0.28971964194041144
1,BTEright SD,1,28,ft_surrogate,0,10.895526297730518,15.300405627867399,-0.16673366189415875,-0.3369984778406385,54,0.7072538535685846,1.7911652605614325,1.0043656516910984,1.0291895939833593,0.11719955518549616,0.03904470880773839,0.24276539418622037,0.3854791167119031
1,BTEright SD,1,29,ft_surrogate,0,10.200090925973024,14.844711333738182,0.14155791979862795,-0.30074420114565825,69,0.8296655946677541,1.5563025505570423,1.0437648157897783,1.0302080116920547,0.26400518272707624,0.018816346471200486,0.0844754587858471,0.27675715985287613
1,BTEright SD,1,30,ft_surrogate,0,11.307303168555976,16.625993077740674,0.13084019107774447,-0.2753970611620633,63,0.7228168520204395,1.7485516214764893,1.1139809743958198,1.0299537266887975,0.23226759601381566,0.09888243749959302,0.1146284574864364,0.13269922953610422
1,BTEright SD,1,31,ft_surrogate,0,11.956030049400425,16.74787980901492,-0.18472924450354247,-0.32886871196836776,49,0.646184573370704,1.8538905936767893,1.094858150416525,1.0258559110434244,0.16627720935212484,0.0606116975371158,0.3553469373253752,0.42515875026448147
1,BTEright SD,1,32,ft_surrogate,0,10.280850189389044,13.97305483654835,0.04825934607520016,-0.03838957470905191,67,0.7661516811584491,1.6276400489459701,1.010893574015129,1.0279117507277797,0.08407467408014399,0.09205354718267335,0.24205163546462335,0.43602180520984957
1,BTEright SD,1,33,ft_surrogate,0,9.86884866122307,13.644643163112683,0.20914269046868247,-0.26632629747481085,73,0.8017219419378991,1.5375805918867846,1.0512162475376954,1.0276555342593598,0.06949060162511277,0.0956671976481737,0.11281098979109726,0.4901506503650225
1,BTEright SD,1,34,ft_surrogate,0,9.802112090951873,14.145129304310846,0.14666145745986817,-0.4696111371681959,57,0.7326468020415624,1.6753995610105081,1.0128664584794222,1.0284235343372452,0.1370628429081003,0.07706468618742186,0.1905360855847573,0.44083045232928364
1,BTEright SD,1,35,ft_surrogate,0,10.150282193250225,13.704910009797864,-0.07004545373995108,-0.22921075747249864,53,0.7389900524559413,1.7127828146099198,1.101064604422513,1.0309695958745033,0.045729474855268355,0.03248182086773653,0.30158258104258273,0.5133860332220052
1,BTEright SD,1,36,ft_surrogate,0,12.94398520055392,18.09478180136414,-0.20550862556825633,-0.3756128862192192,50,0.6353316991622734,1.8947449037936848,1.0228248533549409,1.0284235343372452,0.3679322097544191,0.029816681823412395,0.12465615318997658,0.34198891323515435
1,BTEright SD,1,37,ft_surrogate,0,9.856657173782182,14.101719427515823,-0.3561427543165934,-0.4845704116277001,74,0.8623224994066689,1.4604280770734017,0.9991124820916077,1.0273991006729957,0.013622851455456017,0.01008527629759867,0.27174898190874813,0.5000141137450248
1,BTEright SD,1,38,ft_surrogate,0,9.457861777361172,12.556472451293025,-0.05934038087252171,-0.01708563988538403,58,0.783642146778232,1.5824591516477604,0.9775228167314429,1.0299537266887975,0.11678920746997234,0.04532256862380489,0.29082701801657257,0.2700063711745356
1,BTEright SD,1,39,ft_surrogate,0,11.60953993001926,15.448478560903219,0.0870655269520514,-0.2600665452761426,56,0.6809209447348524,1.7716110833992544,0.9769799609089374,1.0276555342593598,0.11589518723052164,0.06840062987386354,0.16170307037864268,0.4921753616509608
1,BTEright SD,1,40,ft_surrogate,0,10.56200721377574,13.33392495433873,-0.007848161036684845,0.2599233426257679,65,0.7865457511031899,1.5281260411109203,1.0127231570681126,1.0299537266887975,0.10085979205118459,0.12106538629768272,0.05300227087418874,0.19757513325505566
1,BTEright SD,1,41,ft_surrogate,0,10.858281573665446,14.380618662999963,-0.1096288089637327,-0.3158689312751748,52,0.695997953615505,1.7924707561512256,1.1117468965230155,1.0299537266887975,0.21606108171736907,0.037467347288221986,0.1462381452788461,0.41052643135252154
1,BTEright SD,1,42,ft_surrogate,0,11.782789665345177,16.278392290109217,0.13825909707119985,-0.47950848916978295,63,0.7729858235910714,1.6376242220222148,1.0808220141064648,1.0289344555356745,0.2509991930754905,0.06318060412712394,0.08916023191676863,0.14182793413891992
1,BTEright SD,1,43,ft_surrogate,0,11.985209776720877,17.28805609954042,0.20769294937122557,-0.25162384265681714,52,0.6387366306221884,1.9162227506986962,1.0302454674187187,1.0271424494597257,0.3760042599898854,0.031724980596066626,0.08122521313492656,0.16400945141797524
1,BTEright SD,1,44,ft_surrogate,0,10.244836144362171,14.963395662899753,0.20223124471412168,-0.34501816170489397,52,0.7434597144769501,1.6468865426302777,0.9980379505912982,1.0291895939833593,0.09960682876171638,0.06350625411685813,0.19650733437916154,0.40152939082739575
1,BTEright SD,1,45,ft_surrogate,0,11.283508359591611,16.253168332645032,-0.040629221552745134,-0.2619572353225035,44,0.6448078244015726,1.8850518112857357,1.0788031154160698,1.0266284921071724,0.20943495456738692,0.10703511633079424,0.1197778377952039,0.36375838836327073
1,BTEright SD,1,46,ft_surrogate,0,11.751032548925936,13.579916577811957,-0.4281004761124678,0.7606994809189351,62,0.6893450121806268,1.8540574527389246,1.1227243147248953,1.0307159457969917,0.12303406482739632,0.19593274732738783,0.05173747859619031,0.3827852809751205
1,BTEright SD,1,47,ft_surrogate,0,11.321365129285619,15.441142977896169,0.09967065984274466,-0.22916886972069106,71,0.7441220438491883,1.6531494507778948,1.0738525462349413,1.0268855801087005,0.2695663797834348,0.06531050196722181,0.1442265070432394,0.37399090463918055
1,BTEright SD,1,48,ft_surrogate,0,12.234522491300037,17.122068461071503,-0.021920821351678173,-0.1567699319268443,53,0.6618380521395918,1.7732133430430326,1.0426843413069125,1.028167750585337,0.44140286987184435,0.06052016167742327,0.08191315822155314,0.26172400668209506
1,BTEright SD,1,49,ft_surrogate,0,10.432609336051442,14.903850020343379,0.14939093289371314,-0.3992293418660373,62,0.7381982204813641,1.818328973427687,1.131327772272142,1.0322346958702175,0.2427079247930744,0.04579073752246831,0.23522695881194014,0.34236530323726183
